    CÓDIGO | DESCRIÇÃO                                                |  PREÇO U$         
     9754I | HD IDE 160G SEAGATE 7200                                 |      38.00
     32540 | HD IDE 320G MAXTOR 5400                                  |      44.00
      8618 | HD IDE 400G SEAGATE 7200                                 |      55.00
      1638 | HD NB IDE 160G SAMSUNG 5400RPM                           |      64.00
     3766I | HD NB SATA 160G SAMSUNG 5400RPM                          |      36.00
     73202 | HD NB SATA2 320G SAMSUNG 5400RPM                         |      47.00
     32054 | HD NB SATA2 320G SEAGATE 5400RPM                         |      50.00
     25500 | HD NB SATA2 500G SAMSUNG 5400RPM                         |      57.00
     54640 | HD NB SATA2 640G SAMSUNG 5400RPM                         |      60.00
    54640I | HD NB SATA2 640G SAMSUNG 5400RPM                         |      60.00
    29350I | HD NB SATA3 500G SEAGATE 5400RPM                         |      59.00
     52569 | HD NB SSD 256G SAMSUNG 470 SERIES                        |     495.00
     93241 | HD NB SSD SATA2  32G CORSAIR M32                         |     105.00
     40409 | HD NB SSD SATA2  40G CORSAIR FORCE SERIES                |     138.00
     25464 | HD NB SSD SATA2  64G CORSAIR M64                         |     165.00
     80809 | HD NB SSD SATA2  80G CORSAIR FORCE SERIES                |     200.00
     11517 | HD NB SSD SATA2 115G CORSAIR FORCE SERIES                |     245.00
     25120 | HD NB SSD SATA2 120G CORSAIR FORCE SERIES                |     290.00
     60609 | HD NB SSD SATA3  60G CORSAIR FORCE SERIES                |     180.00
     24029 | HD NB SSD SATA3 240G CORSAIR FORCE SERIES                |     595.00
    25024I | HD SATA3  250G SEAGATE 7200 8MB                          |      38.50
    56234I | HD SATA3  500G SEAGATE 7200 16MB                         |      43.00
    23497I | HD SATA3 1TB SEAGATE 7200 32MB                           |      59.00
    78715I | HD SATA3-1.5TB SEAGATE 5900 64MB                         |      67.00
    20209I | HD SATA3-2TB SEAGATE 5900 64MB                           |      83.00
    33309I | HD SATA3-3TB SEAGATE 7200 64MB                           |     213.00
      3207 | HD SCSI  73G SEAGATE ST373207LC 10K 80PI                 |     185.00
     30633 | HOME THEATER LG HT306SU 330W HDMI/FULLHD                 |     165.00
     35621 | HOME THEATER LG HT356SD 300W NEGRO                       |     137.00
     80657 | HOME THEATER LG HT806ST 850W HDMI/FULLHD                 |     285.00
     35606 | HOME THEATER PHILIPS HTS3560                             |     430.00
     22151 | HOME THEATER PHILIPS HTS5120                             |     320.00
     13035 | HOME THEATER SONY DVD DAV-TZ130 350W                     |     215.00
     21009 | HOME THEATER SONY DVD DAV-TZ210 600W                     |     260.00
     24583 | HUB  24P. TP-LINK 10/100 TL-SF1024D SWITCH               |      45.00
     93536 | HUB  5P. TP-LINK 10/100 TL-SF1005D SWITCH                |       9.00
     18427 | HUB  8P. D-LINK 10/100 DES-1008A                         |      15.50
     90800 | HUB  8P. ENCORE 10/100 MINI ENH908 BIVOLT                |      12.00
      0813 | HUB  8P. ENCORE 10/100/1000 ENHGS-800 BIVOLT             |      44.00
      8309 | HUB  8P. KAIOMY 10/100 RTL8309SB 110V/220V               |      10.50
     88900 | HUB  8P. SKYMEDIA 10/100 MINI ENH908 BIVOLT              |      10.00
     98254 | HUB  8P. TP-LINK 10/100 TL-SF1008D SWITCH                |      12.00
     51415 | HUB  8P. TP-LINK 10/100/1000 TL-SG1008D GIGABIT          |      38.00
     6702A | HUB 16P. 3COM 10MBPS 3C16702A-US                         |     170.00
      3030 | HUB 16P. ENCORE 10/100 ENH916P-NWY BIVOLT                |      23.00
     73411 | HUB 16P. ENCORE 10/100/1000 ENHGS-1600 BIVOLT            |      98.00
     20293 | HUB 16P. TP-LINK 10/100 TL-SF1016D SWITCH                |      23.00
      4291 | HUB 24+2P. ENCORE 10/100/1000 ENHGS-224 SWITCH           |      87.00
     62424 | HUB 24P. D-LINK 10/100/1000 DES-1228P +4 COMBO           |     355.00
      2625 | HUB 24P. ENCORE 10/100 ENH924-AUT                        |      40.00
     20101 | HUB 24P. TP-LINK 10/100/1000 TL-SG1024 GIGAB SWI         |     125.00
     55045 | HUB HDMI SWITCHER 4P MICROFINS                           |      49.00
      0912 | HUB PRINT SERVER ENCORE ENPS-2012 1RJ45/2USB             |      50.00
      9431 | HUB USB 2.0  4P. ENCORE EXT. ENU-4USB                    |       6.00
     20114 | HUB USB 2.0  4P. HI-SPEED SY-H002 (G)                    |       5.50
     11949 | HUB USB 2.0  4P. KLIPX KUH-190G VERDE (B)                |       6.00
     61507 | HUB USB 2.0  4P. KLIPX KUH-400A AZUL                     |       8.00
     70240 | HUB USB 2.0  4P. KLIPX KUH-400G VERDE                    |       8.00
     20164 | HUB USB 2.0  4P. MICROFINS                               |       3.50
     58011 | HUB USB 2.0  4P. MTEK HB1011 PORTATIL                    |       5.50
     22937 | HUB USB 2.0  4P. MTEK HB1022                             |       5.80
     89033 | HUB USB 2.0  4P. MTEK HB1033                             |       6.00
     60402 | HUB USB 2.0  4P. SATEL. A-HUB02 ROJO                     |       6.00
     24648 | HUB USB 2.0  4P. TARGUS ACH111US NEGRO                   |      12.00
     78123 | HUMIDIF. AR MYHOUSE T123 4.5L 110V/60HZ BLANCO (G)       |      34.00
     45158 | HUMIDIF. AR MYHOUSE T158 4.5L 110V/60HZ BLANCO (G)       |      50.00
     18787 | HUMIDIF. AR MYHOUSE T187 3L 110V/60HZ BLANCO (G)         |      31.00
     20656 | HUMIDIF. AR MYHOUSE T206 4L 110V/60HZ BLANCO (G)         |      28.00
     58225 | HUMIDIF. AR MYHOUSE T225 4L 110V/60HZ BLANCO (G)         |      30.00
      6271 | IMP EPSON FX-2190 USB-PARALELO                           |     525.00
       893 | IMP EPSON FX-890 9P/680CPS/80COL USB PAR (110V)          |     335.00
      2181 | IMP EPSON LQ-680 PRO 24P MATRICIAL                       |     590.00
       337 | IMP EPSON LX-300+II USB/PARAL/SERIAL/110V                |     195.00
     10504 | IMP HP DESKJET 1050 IMP/COP/SCAN BIVOLT NEGRO            |      70.00
     20633 | IMP HP DESKJET 2000 NEGRO BIVOLT                         |      42.00
     20504 | IMP HP DESKJET 2050 IMP/COP/SCAN NEGRO BIVOLT            |      66.00
     45560 | IMP HP DESKJET 3000 WIFI NEGRO BIVOLT                    |      47.00
     93050 | IMP HP DESKJET 3050 IMP/COP/SCAN NEGRO BIVOLT            |      80.00
     45801 | IMP HP DESKJET F4580 IMP/COP/SCAN WIRELESS NEG.          |      75.00
     61025 | IMP HP LASERJET CP1025NW/WIRELESS/USB 110V               |     235.00
     27271 | IMP HP LASERJET M2727NF IMP/SCAN/COP/FAX (110V)          |     710.00
     16061 | IMP HP LASERJET P1606DN RJ45 FRENTE/VERSO 110V           |     190.00
     20350 | IMP HP LASERJET P2035 USB 1200DPI (110V)                 |     215.00
     20351 | IMP HP LASERJET P2035N USB 1200DPI (110V)                |     290.00
     40149 | IMP HP LASERJET P4014N USB NEGRO                         |     600.00
     54015 | IMP HP LASERJET P4015X USB GRIS                          |   1,490.00
     11028 | IMP HP LASERJET PRO P1102W WIRELESS 110V                 |     115.00
     30155 | IMP HP LASERJET PRO P3015DN 110V                         |     480.00
     50507 | IMP HP OFFICEJET 100 L411A MOBILE PRINTER BLUETOOT       |     305.00
     75412 | IMP HP OFFICEJET 4500 IMP/COP/SCA/FAX BIVOLT             |      71.00
     60623 | IMP HP OFFICEJET 6000 (CB051A) WIRELESS                  |      76.00
     13680 | IMP HP OFFICEJET J3680 IMP/COP/SCA/FAX/TEL(BIV)          |      67.00
     38000 | IMP HP OFFICEJET PRO 8000 RJ45                           |     126.00
     85627 | IMP HP OFFICEJET PRO 8500A PLUS IMP/COP/SCAN/FAX         |     300.00
     68600 | IMP HP OFFICEJET PRO K8600 USB (BIVOLT)                  |     260.00
     58216 | IMP HP PHOTOSMART PLUS CN216A IMP/COP/SCAN/WIFI          |     130.00
     55323 | IMP SAMSUNG LASER CLP-325W WIRELESS COLOR                |     255.00
     16655 | IMP SAMSUNG LASER ML-1665 17PPM 1200X600 110V            |      71.00
     18652 | IMP SAMSUNG LASER ML-1865 MONO NEGRO                     |      78.00
     19150 | IMP SAMSUNG LASER ML-1915                                |      94.00
     25805 | IMP SAMSUNG LASER ML-2580N RJ45                          |     175.00
     32006 | IMP SAMSUNG LASER SCX-3200 IMP/COP/SCAN NEGRO            |     155.00
     52654 | IPAD  APOIO FLY (B)                                      |      14.00
     65075 | IPAD  APOIO TARGUS MINI AWE65US                          |      17.00
     85158 | IPAD  CANETA JUSTMOBILE ALUPEN AP-818 DORADO             |      25.00
     85387 | IPAD  CAPA GRIFFIN ELAN PASSPORT NEGRO                   |      38.00
     30532 | IPAD  CAPA GRIFFIN ELAN SLEEVE NEGRO                     |      33.00
     83898 | IPAD  CAPA SILICONE ILUV ICC801 NARANJA                  |      13.00
     83881 | IPAD  CAPA SILICONE ILUV ICC801 VERDE                    |      13.00
     86102 | IPAD  CAPA SILICONE NEW AMARILLO (B)                     |      11.00
     32789 | IPAD  CAPA SILICONE NEW AZUL (G)                         |      10.00
     65407 | IPAD  CAPA SILICONE NEW GRIS (G)                         |      10.00
     65413 | IPAD  CAPA SILICONE NEW MARRON (G)                       |      10.00
     65416 | IPAD  CAPA SILICONE NEW NEGRO (G)                        |      10.00
     65420 | IPAD  CAPA SILICONE NEW ROJO (G)                         |      10.00
     56427 | IPAD  CAPA SILICONE NEW VERDE (G)                        |      10.00
     45271 | IPAD  CAPA SILICONE NEW VERDE LIMON (G)                  |      10.00
     70117 | IPAD  CAPA TARGUS TES00701US COURO MARRON                |      45.00
     67010 | IPAD  CAPA TARGUS TES010US COURO NEGRO                   |      47.00
     52208 | IPAD  CAPA TARGUS THZ021US-51 COURO NEGRO/AZUL           |      42.00
     36021 | IPAD  CAPA TARGUS THZ02201US COURO BEIGE/VERDE           |      43.00
     76254 | IPAD  CAPA TARGUS THZ02203US COURO MARRON                |      42.00
     22056 | IPAD  CAPA TARGUS THZ022US COURO NEGRO/TURQUEZA          |      40.00
     25478 | IPAD  CAPA TARGUS THZ02302US-50 COURO ROJO               |      49.00
     26712 | IPAD  CAPA TARGUS THZ045US-50 COURO NEGRO/AZUL           |      42.00
     11354 | IPAD  CAPA TARGUS THZ06103US-50 COURO NEGRO/AZUL         |      37.00
     75022 | IPAD  MALETA TARGUS MINI TBM022US NEGRO                  |      30.00
     65119 | IPAD  PELICULA PROT. TELA (B)                            |      16.00
     50362 | IPAD  PELICULA PROT. TELA GALAXY (G)                     |       9.00
     25129 | IPAD  PELICULA PROT. TELA TARGUS AWV1216US               |      15.00
     57011 | IPAD  PROTETOR ''P'' (B)                                 |      17.00
     46070 | IPAD  PROTETOR DESENHO ABSTRATO (B)                      |      17.00
     16547 | IPAD  PROTETOR GRIFFIN OUTFIT AZUL                       |      18.00
     78414 | IPAD  PROTETOR ILUV ICC2010 NEOPRENE NARANJA             |      19.00
     84123 | IPAD  PROTETOR ILUV ICC2010 NEOPRENE ROSADO              |      13.00
     78413 | IPAD  PROTETOR ILUV ICC2010 NEOPRENE VERDE LIMON         |      21.00
     20823 | IPAD  PROTETOR MERKURY MB-IP3PL LEOPARD                  |      15.00
     89152 | IPAD  PROTETOR QUADRICULADO LILA (B)                     |       8.00
     71421 | IPAD  PROTETOR QUADRICULADO NEGRO (B)                    |       8.00
     54562 | IPAD  PROTETOR QUADRICULADO ROSADO (B)                   |       8.00
     11460 | IPAD  PROTETOR QUEBRA CABEÇA (B)                         |      17.00
     21972 | IPAD  PROTETOR SPECK A02A00 NEGRO (G)                    |      29.00
     22283 | IPAD  PROTETOR SPECK A02A002 NEGRO/CINZA (G)             |      29.00
     21269 | IPAD  PROTETOR SPECK A02A012 XADREZ (G)                  |      29.00
     23607 | IPAD  PROTETOR SPECK A02A03 NEGRO (G)                    |      29.00
     11167 | IPAD  PROTETOR SPECK A04A03 BLANCO (G)                   |      29.00
     29645 | IPAD  PROTETOR SPECK SAT-A02 NEGRO (G)                   |      29.00
     25638 | IPAD  PROTETOR SPECK SEE-A025 TRANSPARENTE (G)           |      29.00
     25332 | IPAD  PROTETOR TARGUS TSS17701US PLATA                   |      25.00
     25331 | IPAD  PROTETOR TARGUS TSS177US NEGRO                     |      25.00
     78178 | IPAD  PROTETOR TARGUS TSS178US NEGRO                     |      17.00
     46399 | IPAD  PROTETOR TUCANO DOPPIO NEGRO                       |      43.00
     46139 | IPAD  PROTETOR TUCANO SLEEVE NEGRO                       |      43.00
     22317 | IPAD  PROTETOR ZEBRINHA AZUL (B)                         |      17.00
     61171 | IPAD  PROTETOR ZEBRINHA NEGRO (B)                        |      17.00
     11075 | IPAD  PROTETOR ZEBRINHA ROSA (B)                         |      17.00
     85119 | IPAD  TECLADO PIXELVIEW ULTRA BLUETOOTH NEGRO            |      47.00
     94141 | IPAD2  PROTETOR APPLE MC941LL/A ROSADO (G)               |      68.00
     94256 | IPAD2  PROTETOR APPLE MC942LL/A AZUL (G)                 |      68.00
     47042 | IPAD2  PROTETOR APPLE MC944LL/A VERDE (G)                |      65.00
     94545 | IPAD2  PROTETOR APPLE MC945LL/A NARANJA (G)              |      68.00
     52821 | IPAD2  PROTETOR APPLE MC948ZM/A AREIA (G)                |     120.00
     52838 | IPAD2  PROTETOR APPLE MC949ZM/A AZUL (G)                 |     120.00
     77316 | IPAD2 APPLE  16GB MC773 WIFI/3G/C NEGRO                  |     705.00
     16982 | IPAD2 APPLE  16GB MC982 WIFI/3G/C BLANCO                 |     705.00
     77032 | IPAD2 APPLE  32GB MC770 WIFI/C NEGRO                     |     650.00
     77432 | IPAD2 APPLE  32GB MC774 WIFI/3G/C NEGRO                  |     765.00
     98088 | IPAD2 APPLE  32GB MC980 WIFI/C BLANCO                    |     650.00
     32983 | IPAD2 APPLE  32GB MC983 WIFI/3G/C BLANCO                 |     765.00
     77564 | IPAD2 APPLE  64GB MC775 WIFI/3G/C NEGRO                  |     885.00
     91664 | IPAD2 APPLE  64GB MC916 WIFI NEGRO                       |     755.00
     94847 | IPAD2 APPLE  64GB MC98 WIFI/3G/C BLANCO                  |     885.00
     98178 | IPAD2 APPLE  64GB MC981 WIFI BLANCO                      |     775.00
     98464 | IPAD2 APPLE  64GB MC984 WIFI/3G/C BLANCO                 |     890.00
     67133 | IPHONE  BATERIA 3G 1800MAH (B)                           |      29.00
     54932 | IPHONE  BATERIA SKINPACK 1020MAH                         |      34.00
     85103 | IPHONE/IPOD APOIO JUSTMOBILE XTAND ST-188A               |      35.00
     40952 | IPHONE/IPOD CARRE. ILUV TRIPLE USB IAD217ITL             |      24.00
     84918 | IPHONE/IPOD CARRE. ILUV TRIPLE USB ICC264BLK             |      27.50
     60325 | IPHONE/IPOD CARRE. PORTATIL +5 ILUV IBA100BLK            |      27.50
     60332 | IPHONE/IPOD CARRE. PORTATIL +9 ILUV IBA200BLK            |      37.00
     23097 | IPHONE/IPOD CARRE. PORTATIL GRIFFIN NA23097 (G)          |      83.00
     60349 | IPHONE/IPOD CARRE. PORTATIL+15 ILUV IBA300BLK            |      53.00
     40905 | IPHONE/IPOD HOME SPEAKER ILUV IMM9400-01 CD/HIFI         |     276.00
     41028 | IPHONE/IPOD SPEAKER ILUV PORTATIL  IMM190BLK             |     116.00
     17301 | IPHONE/IPOD SPEAKER ILUV PORTATIL FM DUAL IMM173         |     140.00
     11178 | IPHONE/IPOD SPEAKER ILUV PORTATIL FM IMM178-01           |     130.00
     90415 | IPHONE/IPOD SPEAKER ILUV PORTATIL ISP100 LILA            |      23.00
     90149 | IPHONE/IPOD SPEAKER ILUV PORTATIL ISP100 PLATA           |      23.00
     14698 | IPHONE/IPOD SPEAKER ILUV PORTATIL ISP100 ROSADO          |      23.00
     90590 | IPHONE/IPOD SPEAKER ILUV PORTATIL ISP110 NARANJA         |      14.00
     90576 | IPHONE/IPOD SPEAKER ILUV PORTATIL ISP110 ROSADO          |      14.00
     31193 | IPHONE/IPOD SPEAKER JBL PORTATIL ONBEAT NEGRO            |     165.00
     23742 | IPHONE/IPOD SPEAKER JBL PORTATIL ONSTAGE IIIP            |     180.00
     56284 | IPHONE4  BATERIA (B)                                     |      29.00
     17143 | IPHONE4  CAPA GRIFFIN ELAN PASSPORT WALLET NEG (G)       |      37.00
     10869 | IPHONE4  CAPA GRIFFIN SURVIVOR GB01902 NEGRO             |      45.00
     78515 | IPHONE4  CAPA ILUV FUSION ICC728GBL VERDE/AZUL           |      19.00
     85144 | IPHONE4  CAPA ILUV FUSION ICC728PYL  AMARILLO/AZUL       |      18.50
     83737 | IPHONE4  CAPA ILUV LEATHER ICC715BLK NEGRO               |      26.00
     84635 | IPHONE4  CAPA ILUV SENTINEL ICC729CHR PLATA              |      19.00
     84659 | IPHONE4  CAPA ILUV SENTINEL ICC729TTN GRAFITE            |      19.00
     60832 | IPHONE4  CAPA INVISIBLESHIELD LEATHER NEGRO (G)          |      35.00
     84543 | IPHONE4  CAPA SILICONE ILUV WAVE ICC726BLU AZUL          |      16.00
     76726 | IPHONE4  CAPA SILICONE ILUV WAVE ICC726PNK ROSADO        |      16.00
     84574 | IPHONE4  CAPA SILICONE ILUV WAVE ICC726PUR LILA          |      16.00
     42645 | IPOD  ADAPTADOR EXQUIS PARA IPHONE                       |      99.00
     31953 | IPOD  BRACELETE GRIFFIN ICLEAR ARMBAND GB01953 (G)       |      32.00
     65646 | IPOD  PELICULA NANO-6 COMPLETO INVISIBLESHIELD (G)       |      21.00
     44564 | IPOD  PELICULA TELA GF-IP4 GRIFFIN KIT (B)               |       6.50
     63193 | IPOD  PELICULA TELA GRIFFIN KIT GB01913 (G)              |      20.00
